"","word"
"51.20","jaka"
"51.21","a"
"51.22","jika"
"51.23","menjadi"
"51.24","presiden"
"51.25","ekonomi"
"51.26","meroket"
"51.27","ada"
"51.28","dana"
"51.29","ribu"
"51.30","trilyun"
"51.31","donasi"
"51.32","rp"
"51.33","t"
"51.34","untuk"
"51.35","masyarakat"
"51.36","karena"
"51.37","pandemi"
"51.38","covid"
"51.39","face"
"51.40","with"
"51.41","tears"
"51.42","of"
"51.43","joy"
"52","terkesan"
"52.1","ekoran"
"52.2","pandemik"
"52.3","covid"
"52.4","untuk"
"52.5","meneruskan"
"52.6","semula"
"52.7","perniagaan"
"52.8","sebanyak"
"52.9","rm"
"52.10","juta"
"52.11","diperuntukkan"
"52.12","di"
"52.13","bawah"
"52.14","pakej"
"52.15","perlindungan"
"52.16","rakyat"
"52.17","dan"
"52.18","pemulihan"
"52.19","ekonomi"
"52.20","pemulih"
"52.21","bagi"
"53","isnin"
"53.1","info"
"53.2","on"
"53.3","wheels"
"53.4","iow"
"53.5","perintah"
"53.6","kawalan"
"53.7","pergerakan"
"53.8","pkp"
"53.9","hari"
"53.10","kebangsaan"
"53.11","dan"
"53.12","hari"
"53.13","malaysia"
"53.14","kempen"
"53.15","pembudayaan"
"53.16","norma"
"53.17","baharu"
"53.18","putuskan"
"53.19","rantaian"
"53.20","covid"
"53.21","proklamasi"
"53.22","darurat"
"53.23","belanjawan"
"53.24","ekonomi"
"53.25","mapo"
"53.26","dan"
"53.27","program"
"53.28","imunisasi"
"53.29","covid"
"53.30","kebangsaan"
"54","kesian"
"54.1","sudah"
"54.2","berharap"
"54.3","cemas"
"54.4","wkwk"
"54.5","sumbangan"
"54.6","covid"
"54.7","rp"
"54.8","t"
"54.9","akidi"
"54.10","akan"
"54.11","masuk"
"54.12","kantong"
"54.13","hibah"
"54.14","negara"
"55","sumbangan"
"55.1","covid"
"55.2","rp"
"55.3","t"
"55.4","akidi"
"55.5","akan"
"55.6","masuk"
"55.7","kantong"
"55.8","hibah"
"55.9","negara"
"56","apindo"
"56.1","jawa"
"56.2","barat"
"56.3","keluhkan"
"56.4","mahalnya"
"56.5","biaya"
"56.6","tes"
"56.7","covid"
"56.8","di"
"56.9","indonesia"
"57","kemenaker"
"57.1","dan"
"57.2","idi"
"57.3","sinergi"
"57.4","turunkan"
"57.5","risiko"
"57.6","nakes"
"57.7","terinfeksi"
"57.8","covid"
"58","sobat"
"58.1","dari"
"58.2","awal"
"58.3","gelombang"
"58.4","pe"
"58.5","sama"
"58.6","covid"
"58.7","presiden"
"58.8","tak"
"58.9","mau"
"58.10","bikin"
"58.11","kebijakan"
"58.12","pengetatan"
"58.13","karena"
"58.14","takut"
"58.15","ekonomi"
"58.16","ambruk"
"58.17","kenyataan"
"58.18","justru"
"58.19","covid"
"58.20","yang"
"58.21","mengusir"
"58.22","investor"
"58.23","asing"
"58.24","wna"
"58.25","antre"
"58.26","meninggalkan"
"58.27","indonesia"
"58.28","tinggal"
"58.29","pilih"
"58.30","ambruk"
"58.31","karena"
"58.32","covid"
"58.33","atau"
"58.34","ambruk"
"58.35","karena"
"58.36","resesi"
"58.37","ekonomi"
"59","proklamasi"
"59.1","darurat"
"59.2","ini"
"59.3","diisytiharkan"
"59.4","kerana"
"59.5","penularan"
"59.6","wabak"
"59.7","covid"
"59.8","di"
"59.9","malaysia"
"59.10","semakin"
"59.11","membimbangkan"
"59.12","darurat"
"59.13","juga"
"59.14","beri"
"59.15","ruang"
"59.16","kepada"
"59.17","kerajaan"
"59.18","untuk"
"59.19","tumpukan"
"59.20","pemulihan"
"59.21","ekonomi"
"59.22","negara"
"59.23","dan"
"59.24","menjami"
"59.25","se"
"59.26","a"
"59.27","mengekalkan"
"59.28","keselamatan"
"59.29","ketenteraman"
"59.30","awam"
"60","bantuan"
"60.1","ini"
"60.2","diharapkan"
"60.3","dapat"
"60.4","membantu"
"60.5","meringankan"
"60.6","beban"
"60.7","ekonomi"
"60.8","para"
"60.9","pekerja"
"60.10","dan"
"60.11","perusahaan"
"60.12","yang"
"60.13","sedang"
"60.14","mengalami"
"60.15","kesulitan"
"60.16","di"
"60.17","masa"
"60.18","pandemi"
"60.19","covid"
"60.20","ini"
"60.21","bantuansubsidiupah"
"60.22","greyap"
"60.23","greysiapolii"
"61","ayo"
"61.1","kibarkan"
"61.2","merah"
"61.3","putih"
"61.4","lawan"
"61.5","covid"
"61.6","indonesia"
"61.7","sehat"
"61.8","ekonomi"
"61.9","bangkit"
"61.10","programvaksinasimerdeka"
"61.11","bharadaksa"
"61.12","tahun"
"61.13","mengabdi"
"62","puluhan"
"62.1","tahun"
"62.2","menggeluti"
"62.3","aktivitas"
"62.4","sebagai"
"62.5","petani"
"62.6","tembakau"
"62.7","di"
"62.8","gampong"
"62.9","lambugak"
"62.10","kuta"
"62.11","cot"
"62.12","glie"
"62.13","aceh"
"62.14","besar"
"62.15","faisal"
"62.16","tahun"
"62.17","tak"
"62.18","pernah"
"62.19","merasa"
"62.20","rugi"
"62.21","dia"
"62.22","tetap"
"62.23","be"
"62.24","ahan"
"62.25","tak"
"62.26","merasakan"
"62.27","imbas"
"62.28","ekonomi"
"62.29","akibat"
"62.30","pandemi"
"62.31","covid"
"62.32","topnews"
"63","produsen"
"63.1","vaksin"
"63.2","covid"
"63.3","untung"
"63.4","ratusan"
"63.5","triliun"
"63.6","dalam"
"63.7","bulan"
"63.8","kopit"
"63.9","siapa"
"63.10","yang"
"63.11","untung"
"63.12","memanfaatkan"
"63.13","kondisi"
"63.14","ini"
"63.15","sudah"
"63.16","pasti"
"63.17","negara"
"63.18","produsen"
"63.19","vaksin"
"63.20","ambil"
"63.21","untung"
"63.22","mau"
"63.23","di"
"63.24","lockdown"
"63.25","mau"
"63.26","ekonomi"
"63.27","hancur"
"63.28","mereka"
"63.29","tetap"
"63.30","untung"
"63.31","berjualan"
"63.32","vaksin"
"64","keluarga"
"64.1","almarhum"
"64.2","pengusaha"
"64.3","akidi"
"64.4","tio"
"64.5","menyumbang"
"64.6","rp"
"64.7","triliun"
"64.8","untuk"
"64.9","membantu"
"64.10","penanganan"
"64.11","covid"
"64.12","mencuri"
"64.13","perhatian"
"64.14","banyak"
"64.15","tokoh"
"64.16","publik"
"65","sedih"
"65.1","tengok"
"65.2","malaysia"
"65.3","sekarang"
"65.4","ini"
"65.5","isu"
"65.6","ketidakstabilan"
"65.7","politik"
"65.8","kesihatan"
"65.9","rakyat"
"65.10","kes"
"65.11","covid"
"65.12","pengangguran"
"65.13","anak"
"65.14","muda"
"65.15","ekonomi"
"65.16","tidak"
"65.17","menentu"
"65.18","kuasa"
"65.19","apa"
"65.20","lagi"
"65.21","harus"
"65.22","kita"
"65.23","buat"
"66","kibarkan"
"66.1","merah"
"66.2","putih"
"66.3","lawan"
"66.4","covid"
"66.5","indonesia"
"66.6","sehat"
"66.7","ekonomi"
"66.8","bangkit"
"66.9","polripresisi"
"66.10","divisihumaspolri"
"66.11","humaspoldajatim"
"66.12","polreslumajang"
"66.13","humaspolreslumajang"
"67","kibarkan"
"67.1","merah"
"67.2","putih"
"67.3","lawan"
"67.4","covid"
"67.5","indonesia"
"67.6","sehat"
"67.7","ekonomi"
"67.8","bangkit"
"67.9","polripresisi"
"67.10","divisihumaspolri"
"67.11","humaspoldajatim"
"67.12","polreslumajang"
"67.13","humaspolreslumajang"
"68","tak"
"68.1","ada"
"68.2","kata"
"68.3","lain"
"68.4","kita"
"68.5","kita"
"68.6","harus"
"68.7","menang"
"68.8","kita"
"68.9","harus"
"68.10","bersatupaduatasipandemi"
"68.11","covid"
"68.12","agar"
"68.13","bisa"
"68.14","memenangkan"
"68.15","perang"
"68.16","melawan"
"68.17","pandemi"
"68.18","ini"
"68.19","kita"
"68.20","harus"
"68.21","memenangkan"
"68.22","perang"
"68.23","melawan"
"68.24","keadaan"
"68.25","ekonomi"
"68.26","saat"
"68.27","ini"
"68.28","patuhi"
"68.29","prokes"
"68.30","dan"
"68.31","segera"
"68.32","vaksin"
"68.33","saudara"
"68.34","ku"
"68.35","folded"
"68.36","hands"
"68.37","folded"
"68.38","hands"
"69","macam"
"69.1","mana"
"69.2","nak"
"69.3","jaga"
"69.4","covid"
"69.5","ekonomi"
"69.6","politik"
"69.7","pun"
"69.8","pincang"
"69.9","namati"
"70","buruh"
"70.1","meminta"
"70.2","gaji"
"70.3","pejabat"
"70.4","dipotong"
"70.5","buat"
"70.6","tangani"
"70.7","covid"
"70.8","perusahaan"
"70.9","mengancam"
"70.10","upah"
"70.11","buruh"
"70.12","akan"
"70.13","dibayarkan"
"70.14","hanya"
"70.15","rp"
"70.16","ribu"
"70.17","hari"
"70.18","selama"
"70.19","pabrik"
"70.20","berhenti"
"70.21","beroperasi"
"70.22","para"
"70.23","buruh"
"70.24","dihadapkan"
"70.25","pada"
"70.26","pilihan"
"70.27","kelaparan"
"70.28","atau"
"70.29","te"
"70.30","ular"
"70.31","covid"
"70.32","ujarnya"
"71","cepatlah"
"71.1","covid"
"71.2","ini"
"71.3","kurang"
"71.4","and"
"71.5","ekonomi"
"71.6","stabil"
"71.7","nak"
"71.8","cari"
"71.9","kerja"
"71.10","kat"
"71.11","negeri"
"71.12","lain"
"71.13","face"
"71.14","with"
"71.15","tears"
"71.16","of"
"71.17","joy"
"71.18","face"
"71.19","with"
"71.20","tears"
"71.21","of"
"71.22","joy"
"71.23","melaka"
"72","grab"
"72.1","dan"
"72.2","merek"
"72.3","donasi"
"72.4","rp"
"72.5","miliar"
"72.6","bantu"
"72.7","penanganan"
"72.8","covid"
"73","investasi"
"73.1","baru"
"73.2","waralaba"
"73.3","te"
"73.4","ahan"
"73.5","lonjakan"
"73.6","covid"
"74","kalau"
"74.1","suruh"
"74.2","pm"
"74.3","dan"
"74.4","semua"
"74.5","kabinet"
"74.6","letak"
"74.7","jawatan"
"74.8","pembangkang"
"74.9","deh"
"74.10","ada"
"74.11","plan"
"74.12","ke"
"74.13","untuk"
"74.14","turunkan"
"74.15","case"
"74.16","covid"
"74.17","pulihkan"
"74.18","ekonomi"
"74.19","negara"
"74.20","balik"
"74.21","kalau"
"74.22","takde"
"74.23","semata"
"74.24","mata"
"74.25","nak"
"74.26","pegang"
"74.27","jawatan"
"74.28","baik"
"74.29","tak"
"74.30","payah"
"74.31","tunggu"
"74.32","jelah"
"74.33","next"
"74.34","pru"
"75","ketua"
"75.1","mpr"
"75.2","bambang"
"75.3","soesatyo"
"75.4","mengungkap"
"75.5","sosok"
"75.6","akidi"
"75.7","tio"
"75.8","yang"
"75.9","beberapa"
"75.10","waktu"
"75.11","lalu"
"75.12","menyumbang"
"75.13","penanganan"
"75.14","covid"
"75.15","di"
"75.16","sumatera"
"75.17","selatan"
"75.18","sebesar"
"75.19","rp"
"75.20","triliun"
"75.21","filantropis"
"76","sidang"
"76.1","khas"
"76.2","makin"
"76.3","hari"
"76.4","ini"
"76.5","perinci"
"76.6","kemudahan"
"76.7","kepada"
"76.8","individu"
"76.9","lengkap"
"76.10","dos"
"76.11","vaksin"
"76.12","turut"
"76.13","dibincangkan"
"76.14","kemudahan"
"76.15","kepada"
"76.16","sektor"
"76.17","ekonomi"
"76.18","ia"
"76.19","perlu"
"76.20","diperhalusi"
"76.21","dengan"
"76.22","berhati"
"76.23","hati"
"76.24","bagi"
"76.25","pastikan"
"76.26","usaha"
"76.27","kerajaan"
"76.28","pulihkan"
"76.29","ekonomi"
"76.30","dan"
"76.31","kualiti"
"76.32","hidup"
"76.33","dilaksanakan"
"76.34","dengan"
"76.35","lancar"
"76.36","pm"
"76.37","muhyiddin"
"77","kemudahan"
"77.1","kemudahan"
"77.2","ini"
"77.3","akan"
"77.4","diumumkan"
"77.5","dalam"
"77.6","waktu"
"77.7","yang"
"77.8","terdekat"
"77.9","dan"
"77.10","diharapkan"
"77.11","dapat"
"77.12","memanfaatkan"
"77.13","sebaiknya"
"77.14","individu"
"77.15","yang"
"77.16","telah"
"77.17","menerima"
"77.18","vaksinasi"
"77.19","lengkap"
"77.20","dan"
"77.21","juga"
"77.22","membantu"
"77.23","sektor"
"77.24","ekonomi"
"77.25","dengan"
"77.26","ambil"
"77.27","kira"
"77.28","keselamatan"
"77.29","rakyat"
"77.30","pm"
"77.31","muhyiddin"
"78","kibarkan"
"78.1","merah"
"78.2","putih"
"78.3","lawan"
"78.4","covid"
"78.5","indonesia"
"78.6","sehat"
"78.7","ekonomi"
"78.8","bangkit"
"78.9","polripresisi"
"78.10","divisihumaspolri"
"78.11","humaspoldajatim"
"78.12","polreslumajang"
"78.13","humaspolreslumajang"
"79","saya"
"79.1","mengajak"
"79.2","seluruh"
"79.3","lapisan"
"79.4","masyarakat"
"79.5","seluruh"
"79.6","komponen"
"79.7","bangsa"
"79.8","untuk"
"79.9","bersatu"
"79.10","padu"
"79.11","dan"
"79.12","bahu"
"79.13","membahu"
"79.14","melawan"
"79.15","covid"
"79.16","ini"
"79.17","dengan"
"79.18","usaha"
"79.19","keras"
"79.20","kita"
"79.21","bersama"
"79.22","insyaallah"
"79.23","kita"
"79.24","bisa"
"79.25","segera"
"79.26","terbebas"
"79.27","dari"
"79.28","covid"
"79.29","dan"
"79.30","kegiatan"
"79.31","ekonomi"
"79.32","masyarakat"
"79.33","bisa"
"79.34","kembali"
"79.35","normal"
"80","sobat"
"80.1","jika"
"80.2","tak"
"80.3","ada"
"80.4","obesesi"
"80.5","pindah"
"80.6","ibu"
"80.7","kota"
"80.8","baru"
"80.9","obsesi"
"80.10","infrastruktur"
"80.11","obsesi"
"80.12","pe"
"80.13","umbuhan"
"80.14","ekonomi"
"80.15","saya"
"80.16","yakin"
"80.17","angka"
"80.18","kematian"
"80.19","covid"
"80.20","bisa"
"80.21","ditekan"
"80.22","lebih"
"80.23","rendah"
"80.24","dari"
"80.25","saya"
"80.26","duga"
"80.27","presiden"
"80.28","anggap"
"80.29","pembatasan"
"80.30","sosial"
"80.31","sebagai"
"80.32","hambatan"
"80.33","pindah"
"80.34","ibu"
"80.35","kota"
"80.36","bangun"
"80.37","infrastruktur"
"81","terpuruk"
"81.1","akibat"
"81.2","pandemi"
"81.3","pedagang"
"81.4","kaki"
"81.5","lima"
"81.6","malioboro"
"81.7","kibarkan"
"81.8","bendera"
"81.9","putih"
"81.10","kibarkan"
"81.11","bendera"
"81.12","putih"
"81.13","bukan"
"81.14","mau"
"81.15","melawan"
"81.16","tapi"
"81.17","mereka"
"81.18","lelah"
"81.19","penanganan"
"81.20","covid"
"81.21","yang"
"81.22","se"
"81.23","tengah"
"81.24","semakin"
"81.25","menjepit"
"81.26","n"
"81.27","memukul"
"81.28","rakyat"
"81.29","kecil"
"81.30","cc"
"82","mengajak"
"82.1","pengamal"
"82.2","media"
"82.3","agar"
"82.4","sama"
"82.5","sama"
"82.6","berganding"
"82.7","bahu"
"82.8","menumpukan"
"82.9","segala"
"82.10","usaha"
"82.11","dalam"
"82.12","memerangi"
"82.13","covid"
"82.14","menjaga"
"82.15","kebajikan"
"82.16","rakyat"
"82.17","dan"
"82.18","meneruskan"
"82.19","kelangsungan"
"82.20","ekonomi"
"82.21","negara"
"82.22","komunikasikita"
"82.23","jabatanpenerangan"
"83","tes"
"83.1","memang"
"83.2","turun"
"83.3","kak"
"83.4","tapi"
"83.5","kasus"
"83.6","covid"
"83.7","indonesia"
"83.8","juga"
"83.9","turun"
"83.10","sampai"
"83.11","kak"
"83.12","sisa"
"83.13","vaksin"
"83.14","kira"
"83.15","kira"
"83.16","sudah"
"83.17","terpakai"
"83.18","mari"
"83.19","berharap"
"83.20","jam"
"83.21","lagi"
"83.22","pak"
"83.23","jokowi"
"83.24","sampaikan"
"83.25","pelonggaran"
"83.26","ppkm"
"83.27","meringankan"
"83.28","beban"
"83.29","ekonomi"
"83.30","yang"
"83.31","benar"
"83.32","terdampak"
"84","fokus"
"84.1","hnsi"
"84.2","demak"
"84.3","apindo"
"84.4","demak"
"84.5","mempersembahkan"
"84.6","loudspeaker"
"84.7","webinar"
"84.8","nasional"
"84.9","loudspeaker"
"84.10","nasib"
"84.11","ekonomi"
"84.12","rakyat"
"84.13","survivalnya"
"84.14","ditengah"
"84.15","pandemi"
"84.16","covid"
"84.17","tear"
"84.18","off"
"84.19","calendar"
"84.20","hari"
"84.21","tanggal"
"84.22","rabu"
"84.23","agustus"
"84.24","pukul"
"84.25","selesai"
"84.26","meeting"
"84.27","id"
"84.28","passcode"
"84.29","fokus"
"85","saya"
"85.1","juga"
"85.2","mau"
"85.3","dipenuhi"
"85.4","pak"
"85.5","cuma"
"85.6","kapasitas"
"85.7","masih"
"85.8","terbatas"
"85.9","semalam"
"85.10","ikut"
"85.11","webinar"
"85.12","satgas"
"85.13","covid"
"85.14","bagian"
"85.15","percepatan"
"85.16","perbaikan"
"85.17","ekonomi"
"85.18","di"
"85.19","jabar"
"85.20","kapasitas"
"85.21","testing"
"85.22","jabar"
"85.23","hari"
"85.24","untuk"
"85.25","provinsi"
"85.26","dengan"
"85.27","penduduk"
"85.28","juta"
"85.29","jiwa"
"85.30","lebih"
"86","belanja"
"86.1","negara"
"86.2","pada"
"86.3","semester"
"86.4","i"
"86.5","dipercepat"
"86.6","untuk"
"86.7","penanganan"
"86.8","covid"
"86.9","dan"
"86.10","pemulihan"
"86.11","ekonomi"
"86.12","hasilnya"
"86.13","uangkita"
"86.14","sebesar"
"86.15","rp"
"86.16","t"
"86.17","sudah"
"86.18","dibelanjakan"
"86.19","dan"
"86.20","memberi"
"86.21","manfaat"
"86.22","langsung"
"86.23","ke"
"86.24","masyarakat"
"86.25","sejak"
"86.26","awal"
"86.27","tahun"
"86.28","uangkitabuatapa"
"87","dalam"
"87.1","rilis"
"87.2","terbaru"
"87.3","world"
"87.4","economic"
"87.5","outlook"
"87.6","juli"
"87.7","dijelaskan"
"87.8","bahwa"
"87.9","jangkauan"
"87.10","vaksinasi"
"87.11","yang"
"87.12","tinggi"
"87.13","stimulus"
"87.14","yang"
"87.15","masif"
"87.16","pada"
"87.17","negara"
"87.18","maju"
"87.19","meningkatkan"
"87.20","proyeksi"
"87.21","pe"
"87.22","umbuhan"
"87.23","ekonomi"
"87.24","global"
"87.25","bagaimana"
"87.26","dengan"
"87.27","indonesia"
"88","hampir"
"88.1","dua"
"88.2","tahun"
"88.3","pandemi"
"88.4","covid"
"88.5","telah"
"88.6","membatasi"
"88.7","gerak"
"88.8","kita"
"88.9","banyak"
"88.10","masyarakat"
"88.11","yang"
"88.12","terdampak"
"88.13","akibat"
"88.14","pandemi"
"88.15","ini"
"88.16","dan"
"88.17","dalam"
"88.18","situasi"
"88.19","ekonomi"
"88.20","yang"
"88.21","sulit"
"88.22","namun"
"88.23","pemerintah"
"88.24","tidak"
"88.25","tinggal"
"88.26","diam"
"88.27","dan"
"88.28","siap"
"88.29","menyokong"
"88.30","masyarakat"
"88.31","terdampak"
"88.32","fast"
"88.33","down"
"88.34","button"
"89","obat"
"89.1","covid"
"89.2","dan"
"89.3","cabai"
"89.4","rawit"
"89.5","picu"
"89.6","inflasi"
"89.7","di"
"89.8","juli"
"89.9","newsrctiplus"
"90","kibarkan"
"90.1","merah"
"90.2","putih"
"90.3","lawan"
"90.4","covid"
"90.5","indonesia"
"90.6","sehat"
"90.7","ekonomi"
"90.8","bangkit"
"90.9","polripresisi"
"90.10","divisihumaspolri"
"90.11","humaspoldajatim"
"90.12","polreslumajang"
"90.13","humaspolreslumajang"
"91","menteri"
"91.1","koordinator"
"91.2","bidang"
"91.3","perekonomian"
"91.4","yang"
"91.5","juga"
"91.6","ketua"
"91.7","komite"
"91.8","penanganan"
"91.9","covid"
"91.10","dan"
"91.11","pemulihan"
"91.12","ekonomi"
"91.13","nasional"
"91.14","kpcpen"
"91.15","menyampaikan"
"91.16","penyaluran"
"91.17","kredit"
"91.18","usaha"
"91.19","rakyat"
"91.20","kur"
"91.21","sektor"
"91.22","pe"
"91.23","anian"
"91.24","pada"
"91.25","tahun"
"91.26","telah"
"91.27","mendekati"
"91.28","pola"
"91.29","normal"
"91.30","sebelum"
"91.31","pandemi"
"92","unpopular"
"92.1","opinion"
"92.2","kalau"
"92.3","orang"
"92.4","tak"
"92.5","kerja"
"92.6","boleh"
"92.7","kebulur"
"92.8","mengharapkan"
"92.9","bantuan"
"92.10","pun"
"92.11","tak"
"92.12","sustainable"
"92.13","they"
"92.14","can"
"92.15","t"
"92.16","afford"
"92.17","tapi"
"92.18","wait"
"92.19","anymore"
"92.20","buka"
"92.21","lah"
"92.22","sektor"
"92.23","ekonomi"
"92.24","yang"
"92.25","tak"
"92.26","menyumbang"
"92.27","pada"
"92.28","kenaikan"
"92.29","kes"
"92.30","covid"
"92.31","with"
"92.32","strict"
"92.33","sop"
"92.34","ye"
"92.35","nyawa"
"92.36","penting"
"92.37","kelangsungan"
"92.38","hidup"
"92.39","pun"
"92.40","penting"
"93","terima"
"93.1","kasih"
"93.2","greysia"
"93.3","apriyani"
"93.4","atas"
"93.5","prestasinya"
"93.6","yang"
"93.7","luar"
"93.8","biasa"
"93.9","semoga"
"93.10","indonesia"
"93.11","bisa"
"93.12","melalui"
"93.13","pandemi"
"93.14","covid"
"93.15","ini"
"93.16","ekonomi"
"93.17","bangkit"
"93.18","kembali"
"93.19","rakyat"
"93.20","bisa"
"93.21","beraktivitas"
"93.22","dengan"
"93.23","normal"
"93.24","amin"
"93.25","folded"
"93.26","hands"
"94","apa"
"94.1","isipasi"
"94.2","temantransparansi"
"94.3","merupakan"
"94.4","bagian"
"94.5","dari"
"94.6","upaya"
"94.7","kita"
"94.8","bersama"
"94.9","untuk"
"94.10","mendukung"
"94.11","pemulihan"
"94.12","ekonomi"
"94.13","nasional"
"94.14","dan"
"94.15","membangkitkan"
"94.16","harapan"
"94.17","se"
"94.18","a"
"94.19","optimisme"
"94.20","untuk"
"94.21","mewujudkan"
"94.22","keberhasilan"
"94.23","penanganan"
"94.24","pandemi"
"94.25","covid"
"94.26","bese"
"94.27","a"
"94.28","dampaknya"
"94.29","flexed"
"94.30","biceps"
"95","taknak"
"95.1","tun"
"95.2","jadi"
"95.3","pm"
"95.4","guna"
"95.5","lah"
"95.6","idea"
"95.7","dia"
"95.8","lantikan"
"95.9","menteri"
"95.10","tak"
"95.11","sampai"
"95.12","orang"
"95.13","boleh"
"95.14","jimat"
"95.15","duit"
"95.16","negara"
"95.17","satu"
"95.18","menteri"
"95.19","campur"
"95.20","elaun"
"95.21","rmk"
"95.22","ini"
"95.23","menteri"
"95.24","kita"
"95.25","ada"
"95.26","bukan"
"95.27","buat"
"95.28","kerja"
"95.29","pun"
"95.30","then"
"95.31","fokus"
"95.32","covid"
"95.33","dengan"
"95.34","mageran"
"95.35","hanya"
"95.36","perlu"
"95.37","undang"
"95.38","undang"
"95.39","kesihatan"
"95.40","pendidikan"
"95.41","dan"
"95.42","ekonomi"
"96","kerajaan"
"96.1","pn"
"96.2","tak"
"96.3","termasuk"
"96.4","menteri"
"96.5","menteri"
"96.6","dari"
"96.7","umno"
"96.8","ke"
"96.9","umno"
"96.10","gagal"
"96.11","bersatu"
"96.12","pendapat"
"96.13","dan"
"96.14","juga"
"96.15","mesti"
"96.16","be"
"96.17","anggung"
"96.18","jawap"
"96.19","atas"
"96.20","keadaan"
"96.21","kemelesetan"
"96.22","ekonomi"
"96.23","dan"
"96.24","kes"
"96.25","kes"
"96.26","covid"
"96.27","yang"
"96.28","mendadak"
"96.29","hari"
"96.30","ini"
"96.31","undur"
"96.32","dari"
"96.33","kerajaan"
"96.34","hari"
"96.35","ini"
"97","ini"
"97.1","kerana"
"97.2","jika"
"97.3","semua"
"97.4","perancangan"
"97.5","itu"
"97.6","tidak"
"97.7","lancar"
"97.8","di"
"97.9","peringkat"
"97.10","akar"
"97.11","umbi"
"97.12","maka"
"97.13","ia"
"97.14","merencatkan"
"97.15","proses"
"97.16","pemulihan"
"97.17","ekonomi"
"97.18","negara"
"97.19","dalam"
"97.20","berdepan"
"97.21","pasca"
"97.22","pandemik"
"97.23","covid"
"98","nauzubillahmindzalik"
"98.1","mudahan"
"98.2","ydpa"
"98.3","dengan"
"98.4","budi"
"98.5","bijaksana"
"98.6","tuanku"
"98.7","mengisytiharkan"
"98.8","pemerintahan"
"98.9","darurat"
"98.10","dogil"
"98.11","sangat"
"98.12","politikus"
"98.13","biar"
"98.14","tentera"
"98.15","jadi"
"98.16","kerajaan"
"98.17","terus"
"98.18","kosong"
"98.19","angka"
"98.20","covid"
"98.21","dan"
"98.22","ekonomi"
"98.23","negara"
"98.24","kembali"
"98.25","makmur"
"99","aku"
"99.1","deh"
"99.2","muak"
"99.3","dengar"
"99.4","orang"
"99.5","kata"
"99.6","takleh"
"99.7","tutup"
"99.8","kilang"
"99.9","this"
"99.10","is"
"99.11","all"
"99.12","about"
"99.13","economy"
"99.14","ye"
"99.15","memang"
"99.16","ekonomi"
"99.17","sebab"
"99.18","bukan"
"99.19","anak"
"99.20","hg"
"99.21","yang"
"99.22","jadi"
"99.23","anak"
"99.24","yatim"
"99.25","piatu"
"99.26","sebab"
"99.27","mak"
"99.28","ayah"
"99.29","meninggal"
"99.30","kena"
"99.31","covid"
"99.32","hg"
"99.33","bayangkan"
"99.34","sepanjang"
"99.35","kita"
"99.36","lalui"
"99.37","pandemik"
"99.38","ini"
"99.39","berapa"
"99.40","ramai"
"99.41","anak"
"99.42","yang"
"99.43","jadi"
"99.44","yatim"
"99.45","yatim"
"99.46","piatu"
"100","optimalisasi"
"100.1","bantuan"
"100.2","sosial"
"100.3","pada"
"100.4","masyarakat"
"100.5","salah"
"100.6","satu"
"100.7","stimulus"
"100.8","pe"
"100.9","umbuhan"
"100.10","ekonomi"
"100.11","juga"
"100.12","pemerintah"
"100.13","harus"
"100.14","tegas"
"100.15","memitigasi"
"100.16","penyebaran"
"100.17","covid"
"100.18","agar"
"100.19","pandemi"
"100.20","dapat"
"100.21","teratasi"
"100.22","syariefhasan"
"100.23","mprri"
"100.24","imf"
"100.25","ekonomi"
"100.26","demokratprorakyat"
"101","beritasampit"
"101.1","pengalaman"
"101.2","pandemi"
"101.3","covid"
"101.4","masyarakat"
"101.5","bisa"
"101.6","belajar"
"101.7","kebutuhan"
"101.8","dasar"
"101.9","ekonomi"
"101.10","palangka"
"101.11","raya"
"101.12","mantan"
"101.13","menteri"
"101.14","lingkungan"
"101.15","hidup"
"101.16","periode"
"101.17","dari"
"101.18","al"
"102","pengalaman"
"102.1","pandemi"
"102.2","covid"
"102.3","masyarakat"
"102.4","bisa"
"102.5","belajar"
"102.6","kebutuhan"
"102.7","dasar"
"102.8","ekonomi"
"103","pengalaman"
"103.1","pandemi"
"103.2","covid"
"103.3","masyarakat"
"103.4","bisa"
"103.5","belajar"
"103.6","kebutuhan"
"103.7","dasar"
"103.8","ekonomi"
"104","pengalaman"
"104.1","pandemi"
"104.2","covid"
"104.3","masyarakat"
"104.4","bisa"
"104.5","belajar"
"104.6","kebutuhan"
"104.7","dasar"
"104.8","ekonomi"
"105","kesian"
"105.1","sebenarnya"
"105.2","ts"
"105.3","muhyidin"
"105.4","terpaksa"
"105.5","kawal"
"105.6","negara"
"105.7","ini"
"105.8","dalam"
"105.9","keadaan"
"105.10","covid"
"105.11","ekonomi"
"105.12","jatuh"
"105.13","politik"
"105.14","tak"
"105.15","stabil"
"105.16","tapi"
"105.17","itu"
"105.18","lah"
"105.19","rakyat"
"105.20","pun"
"105.21","mula"
"105.22","deh"
"105.23","tak"
"105.24","suka"
"105.25","dia"
"106","kesehatan"
"106.1","bukan"
"106.2","pe"
"106.3","imbangan"
"106.4","utama"
"106.5","pembentukan"
"106.6","panitia"
"106.7","saya"
"106.8","tidak"
"106.9","punya"
"106.10","harapan"
"106.11","lagi"
"106.12","untuk"
"106.13","kesehatan"
